Video,Frame,Dominant Emotion,Dominant Emotion Percentage,angry,disgust,fear,happy,sad,surprise,neutral
3.mp4,3.mp4_frame_0323.jpg,neutral,99.98595714569092,2.1553264273159456e-11,3.218907720522793e-19,0.010296895197825506,2.105065233237724e-07,0.003745912908925675,4.0577583610909573e-11,99.98595714569092
3.mp4,3.mp4_frame_0337.jpg,fear,59.304279088974,2.8304945677518845,2.8208219760017528e-05,59.304279088974,0.01368954690406099,36.41148507595062,0.08021189132705331,1.359815988689661
3.mp4,3.mp4_frame_0451.jpg,sad,79.12061686042648,6.739697262030677,0.0015314769374225512,4.8495008706749,0.0003163951948729623,79.12061686042648,7.284656796771076e-05,9.288266109720833
4.mp4,4.mp4_frame_0015.jpg,sad,93.96199059939497,0.4939944360113816,1.1393760309235449e-05,5.392419649074119,0.00016164675918174543,93.96199059939497,9.236509477525241e-06,0.15141153067287438
4.mp4,4.mp4_frame_0001.jpg,sad,92.6593670059005,2.477036680038371,1.4534721203658612e-05,3.767883700980699,4.940412716178093e-05,92.6593670059005,1.703597202282351e-05,1.0956260000913143
1.mp4,1.mp4_frame_0077.jpg,neutral,37.43363245926097,26.47769012914241,0.0042219576031950175,8.669238309218782,0.05935848811542917,27.274273471490947,0.08158897303202588,37.43363245926097
3.mp4,3.mp4_frame_0294.jpg,sad,43.917423486709595,0.6015621591359377,0.0008982562576420605,9.117771685123444,7.05857053399086,43.917423486709595,0.25718079414218664,39.04658854007721
4.mp4,4.mp4_frame_0029.jpg,sad,49.213224602533856,1.881552599761045,0.0002858278946696527,39.156418392444756,0.03283649471265791,49.213224602533856,9.676744620605982,0.03893954212975753
3.mp4,3.mp4_frame_0280.jpg,sad,88.01001238882615,7.728229894816899e-06,4.3980252937322423e-13,0.07863187816221286,0.0012684387758130503,88.01001238882615,6.682856056076217e-10,11.910080874567084
1.mp4,1.mp4_frame_0063.jpg,neutral,88.57352273779837,3.8445322847923893,2.238284668349981e-05,0.2609515717236314,0.00013775534802710446,7.305213683222093,0.015615889745453478,88.57352273779837
1.mp4,1.mp4_frame_0088.jpg,angry,87.35787272453308,87.35787272453308,0.0013998052054375876,2.0763246342539787,0.029758844175375998,1.672321930527687,0.05340494099073112,8.808919787406921
3.mp4,3.mp4_frame_0519.jpg,sad,56.53017681477346,20.10042278761592,0.4829354474174443,8.893693668401996,0.22345122080132712,56.53017681477346,0.03275945392138315,13.73655334275325
3.mp4,3.mp4_frame_0257.jpg,neutral,63.104212284088135,3.0528464201040606e-07,7.248037890358883e-11,3.718365728855133,4.201629622002656e-05,33.17737877368927,7.509008692618835e-09,63.104212284088135
